"edible","capshape","capsurface","capcolor","bruises","odor","gillattach","gillspace","gillsize","gillcolor","stalkshape","stalkroot","stalksurfabove","stalksurfbelow","stalkcolorabove","stalkcolorbelow","veiltype","veilcolor","ringnumber","ringtype","sporeprintcol","pop","habitat"
"edible","convex","fibrous","n","bruises","none","free","close","broad","brown","t","bulbous","smooth","smooth","white","gray","partial","white","one","pendant","black","solitary","woods"
"edible","bell","smooth","y","bruises","anise","free","close","broad","brown","e","club","smooth","smooth","white","white","partial","white","one","pendant","black","scattered","meadows"
"edible","convex","smooth","w","no","none","free","crowded","broad","pink","t","equal","smooth","smooth","white","white","partial","white","one","evanescent","black","scattered","grasses"
"edible","flat","fibrous","n","bruises","none","free","close","broad","brown","t","bulbous","smooth","smooth","white","pink","partial","white","one","pendant","brown","solitary","woods"
"poisonous","convex","smooth","w","bruises","pungent","free","close","narrow","brown","e","equal","smooth","smooth","white","white","partial","white","one","pendant","brown","scattered","grasses"
"edible","flat","fibrous","w","no","none","free","crowded","broad","brown","t","equal","fibrous","smooth","white","white","partial","white","one","evanescent","black","scattered","grasses"
"poisonous","flat","scaly","w","bruises","pungent","free","close","narrow","black","e","equal","smooth","smooth","white","white","partial","white","one","pendant","brown","scattered","urban"
"edible","convex","smooth","n","no","none","free","crowded","broad","black","t","equal","fibrous","smooth","white","white","partial","white","one","evanescent","brown","abundant","grasses"
"edible","flat","smooth","n","no","none","free","crowded","broad","brown","t","equal","smooth","fibrous","white","white","partial","white","one","evanescent","black","abundant","grasses"
"edible","bell","smooth","y","bruises","anise","free","close","broad","gray","e","club","smooth","smooth","white","white","partial","white","one","pendant","black","numerous","grasses"
"edible","flat","smooth","g","no","none","free","crowded","broad","black","t","equal","fibrous","fibrous","white","white","partial","white","one","evanescent","brown","abundant","grasses"
"edible","convex","smooth","g","no","none","free","crowded","broad","black","t","equal","smooth","fibrous","white","white","partial","white","one","evanescent","brown","abundant","grasses"
"edible","flat","fibrous","g","no","none","free","crowded","broad","black","t","equal","fibrous","fibrous","white","white","partial","white","one","evanescent","black","scattered","grasses"
"edible","convex","fibrous","g","no","none","free","crowded","broad","black","t","equal","smooth","smooth","white","white","partial","white","one","evanescent","black","scattered","grasses"
"edible","flat","smooth","w","no","none","free","crowded","broad","brown","t","equal","smooth","smooth","white","white","partial","white","one","evanescent","black","abundant","grasses"
"poisonous","flat","smooth","n","bruises","pungent","free","close","narrow","black","e","equal","smooth","smooth","white","white","partial","white","one","pendant","black","several","grasses"
"edible","flat","fibrous","g","no","none","free","crowded","broad","pink","t","equal","smooth","fibrous","white","white","partial","white","one","evanescent","brown","abundant","grasses"
"edible","flat","smooth","w","no","none","free","crowded","broad","chocolate","t","equal","smooth","smooth","white","white","partial","white","one","evanescent","black","abundant","grasses"
"edible","convex","fibrous","n","bruises","none","free","close","broad","brown","t","bulbous","smooth","smooth","pink","gray","partial","white","one","pendant","black","solitary","woods"
"edible","convex","smooth","n","no","none","free","crowded","broad","pink","t","equal","smooth","fibrous","white","white","partial","white","one","evanescent","brown","abundant","grasses"
"edible","convex","fibrous","e","bruises","none","free","close","broad","purple","t","bulbous","smooth","smooth","white","pink","partial","white","one","pendant","brown","solitary","woods"
"edible","convex","scaly","y","bruises","almond","free","close","broad","brown","e","club","smooth","smooth","white","white","partial","white","one","pendant","brown","numerous","grasses"
"edible","flat","fibrous","w","no","none","free","crowded","broad","black","t","equal","fibrous","smooth","white","white","partial","white","one","evanescent","black","scattered","grasses"
"edible","convex","smooth","w","no","none","free","crowded","broad","brown","t","equal","smooth","fibrous","white","white","partial","white","one","evanescent","black","abundant","grasses"
"edible","flat","fibrous","n","no","none","free","crowded","broad","chocolate","t","equal","fibrous","smooth","white","white","partial","white","one","evanescent","brown","abundant","grasses"
"poisonous","flat","smooth","w","bruises","pungent","free","close","narrow","white","e","equal","smooth","smooth","white","white","partial","white","one","pendant","black","scattered","urban"
"edible","flat","fibrous","g","bruises","none","free","close","broad","brown","t","bulbous","smooth","smooth","white","gray","partial","white","one","pendant","brown","solitary","woods"
"edible","flat","smooth","w","no","none","free","crowded","broad","brown","t","equal","smooth","smooth","white","white","partial","white","one","evanescent","brown","scattered","grasses"
"edible","flat","fibrous","w","no","none","free","crowded","broad","chocolate","t","equal","smooth","fibrous","white","white","partial","white","one","evanescent","black","abundant","grasses"
"poisonous","flat","scaly","n","bruises","pungent","free","close","narrow","black","e","equal","smooth","smooth","white","white","partial","white","one","pendant","brown","several","grasses"
"edible","convex","smooth","w","no","none","free","crowded","broad","pink","t","equal","fibrous","fibrous","white","white","partial","white","one","evanescent","black","scattered","grasses"
"edible","convex","fibrous","n","bruises","none","free","close","broad","pink","t","bulbous","smooth","smooth","gray","white","partial","white","one","pendant","brown","solitary","woods"
"edible","convex","scaly","g","bruises","none","free","close","broad","purple","t","bulbous","smooth","smooth","white","pink","partial","white","one","pendant","brown","several","woods"
"edible","convex","scaly","g","bruises","none","free","close","broad","pink","t","bulbous","smooth","smooth","white","gray","partial","white","one","pendant","brown","several","woods"
"edible","flat","smooth","n","no","none","free","crowded","broad","black","t","equal","fibrous","fibrous","white","white","partial","white","one","evanescent","brown","scattered","grasses"
"edible","flat","smooth","w","no","none","free","crowded","broad","chocolate","t","equal","fibrous","fibrous","white","white","partial","white","one","evanescent","brown","scattered","grasses"
"edible","flat","smooth","n","no","none","free","crowded","broad","black","t","equal","smooth","fibrous","white","white","partial","white","one","evanescent","brown","abundant","grasses"
"edible","convex","smooth","n","no","none","free","crowded","broad","pink","t","equal","fibrous","fibrous","white","white","partial","white","one","evanescent","black","abundant","grasses"
"edible","flat","fibrous","w","no","none","free","crowded","broad","chocolate","t","equal","fibrous","fibrous","white","white","partial","white","one","evanescent","black","abundant","grasses"
"edible","convex","fibrous","n","no","none","free","crowded","broad","brown","t","equal","fibrous","fibrous","white","white","partial","white","one","evanescent","black","scattered","grasses"
"edible","flat","fibrous","w","no","none","free","crowded","broad","pink","t","equal","smooth","smooth","white","white","partial","white","one","evanescent","black","abundant","grasses"
"edible","flat","fibrous","n","no","none","free","crowded","broad","brown","t","equal","fibrous","smooth","white","white","partial","white","one","evanescent","brown","abundant","grasses"
